,Res_Txn_Same,Ship_Res_Same,Time,Country of Transaction_United Kingdom,Shipping Address_United Kingdom,Country of Residence_United Kingdom,Entry Mode_PIN,Amount,Entry Mode_CVC,Entry Mode_Tap,Merchant Group_Children
92179,1.0,1.0,0.8260869565217391,1,1,1,0,0.065,1,0,1
53983,1.0,1.0,0.34782608695652173,1,1,1,0,0.045,1,0,1
28526,1.0,1.0,0.3913043478260869,1,1,1,1,0.0175,0,0,0
98789,1.0,1.0,0.8260869565217391,1,1,1,0,0.0675,1,0,0
89305,1.0,1.0,0.6086956521739131,1,1,1,1,0.6775,0,0,0
62694,1.0,1.0,0.9130434782608695,1,1,1,1,0.5575,0,0,0
28272,0.0,0.0,0.6521739130434783,0,0,1,0,0.0425,1,0,0
64111,1.0,1.0,0.8260869565217391,1,1,1,1,0.8175,0,0,0
51875,1.0,1.0,0.43478260869565216,0,0,0,1,0.3175,0,0,0
75902,1.0,1.0,0.9130434782608695,1,1,1,1,0.045,0,0,0
11622,0.0,0.0,0.30434782608695654,0,0,1,0,0.3325,1,0,0
95087,1.0,0.0,0.8260869565217391,1,0,1,1,0.0575,0,0,0
22444,1.0,0.0,0.6086956521739131,1,0,1,0,0.015,1,0,0
90062,1.0,1.0,0.9130434782608695,0,0,0,0,0.015,0,1,0
40254,1.0,1.0,0.3913043478260869,1,1,1,0,0.07,1,0,0
48642,1.0,1.0,0.4782608695652174,1,1,1,0,0.0175,0,1,0
46346,1.0,1.0,0.7391304347826086,1,1,1,0,0.035,1,0,0
59330,1.0,1.0,1.0,1,1,1,0,0.1125,1,0,0
11640,1.0,1.0,0.4782608695652174,1,1,1,0,0.025,1,0,0
29296,1.0,0.0,0.34782608695652173,1,0,1,1,0.1325,0,0,0
56630,0.0,0.0,0.21739130434782608,0,0,1,0,0.0275,1,0,0
82705,1.0,1.0,0.3913043478260869,1,1,1,0,0.6975,1,0,0
44079,1.0,1.0,0.9565217391304348,1,1,1,0,0.0375,0,1,0
30114,1.0,1.0,0.7826086956521738,1,1,1,1,0.97,0,0,0
39408,1.0,1.0,0.8695652173913043,1,1,1,0,0.0375,1,0,0
7492,1.0,1.0,0.6086956521739131,1,1,1,0,0.0375,0,1,0
67908,1.0,1.0,0.6521739130434783,1,1,1,1,0.0625,0,0,0
88744,1.0,1.0,0.6521739130434783,1,1,1,0,0.075,1,0,0
30108,1.0,1.0,0.9130434782608695,1,1,1,1,0.635,0,0,0
83180,1.0,1.0,0.9565217391304348,1,1,1,0,0.0425,1,0,0
93755,1.0,1.0,0.8260869565217391,1,1,1,0,0.015,1,0,0
16574,0.0,0.0,0.6521739130434783,0,0,1,1,0.6675,0,0,0
77556,1.0,0.0,0.7391304347826086,1,0,1,0,0.035,1,0,0
56595,1.0,1.0,0.7391304347826086,0,0,0,0,0.035,0,1,0
64738,1.0,1.0,0.4782608695652174,1,1,1,1,0.42,0,0,0
87073,1.0,1.0,0.43478260869565216,1,1,1,0,0.0375,0,1,0
2080,1.0,1.0,1.0,0,0,0,1,0.03,0,0,0
25350,1.0,1.0,0.6086956521739131,1,1,1,0,0.0425,1,0,0
25086,1.0,0.0,0.5217391304347826,1,0,1,0,0.02,0,1,0
93992,1.0,1.0,0.7391304347826086,1,1,1,0,0.63,1,0,0
41304,1.0,1.0,0.6086956521739131,1,1,1,1,0.04,0,0,0
98976,1.0,1.0,0.8695652173913043,0,0,0,0,0.0225,1,0,0
2015,1.0,1.0,0.4782608695652174,1,1,1,0,0.675,1,0,0
58010,1.0,0.0,0.7826086956521738,1,0,1,1,0.8025,0,0,0
82113,1.0,1.0,0.9130434782608695,1,1,1,0,0.1225,1,0,1
48272,1.0,1.0,0.34782608695652173,1,1,1,0,0.9775,1,0,0
75665,1.0,1.0,0.6956521739130435,1,1,1,1,0.36,0,0,0
37230,1.0,1.0,0.5217391304347826,1,1,1,0,0.035,1,0,0
65659,1.0,1.0,0.43478260869565216,0,0,0,0,0.07,0,1,0
73717,1.0,1.0,1.0,1,1,1,1,0.925,0,0,0
26300,1.0,1.0,0.7826086956521738,1,1,1,1,0.0675,0,0,0
9468,1.0,1.0,0.4782608695652174,1,1,1,0,0.025,0,1,0
45080,1.0,1.0,0.6956521739130435,1,1,1,0,0.45,1,0,0
17510,1.0,0.0,0.7826086956521738,1,0,1,0,0.6025,1,0,0
58306,1.0,1.0,0.9130434782608695,1,1,1,1,0.045,0,0,0
67318,1.0,1.0,0.7826086956521738,1,1,1,1,0.055,0,0,0
24680,1.0,1.0,0.6956521739130435,1,1,1,0,0.7475,1,0,1
74591,1.0,1.0,0.7391304347826086,1,1,1,0,0.025,0,1,0
24548,1.0,0.0,0.8260869565217391,1,0,1,1,0.5725,0,0,0
51151,1.0,1.0,0.34782608695652173,1,1,1,1,0.505,0,0,1
16867,1.0,1.0,0.9130434782608695,0,0,0,0,0.0375,1,0,0
87193,1.0,1.0,0.6086956521739131,1,1,1,1,0.03,0,0,0
21803,0.0,0.0,0.30434782608695654,0,0,1,1,0.1,0,0,0
16538,1.0,1.0,0.7391304347826086,0,0,0,1,0.89,0,0,0
48438,1.0,1.0,0.5217391304347826,1,1,1,0,0.0575,0,1,0
78145,1.0,1.0,0.7391304347826086,0,0,0,1,0.0925,0,0,0
16409,1.0,1.0,0.6086956521739131,0,0,0,1,0.015,0,0,1
51285,1.0,1.0,0.7826086956521738,1,1,1,1,0.0675,0,0,0
36766,0.0,0.0,0.2608695652173913,0,0,1,1,0.05,0,0,0
76727,1.0,1.0,0.7826086956521738,1,1,1,0,0.0625,1,0,0
39952,0.0,0.0,0.30434782608695654,0,0,1,1,0.665,0,0,0
16245,1.0,1.0,0.34782608695652173,1,1,1,0,0.07,0,1,0
66821,0.0,0.0,0.8695652173913043,0,0,1,0,0.03,0,1,0
9659,1.0,1.0,0.9130434782608695,1,1,1,0,0.0325,1,0,0
26015,1.0,0.0,0.4782608695652174,1,0,1,0,0.0375,0,1,0
60235,0.0,0.0,0.6521739130434783,0,0,1,1,0.0425,0,0,0
70881,1.0,0.0,0.3913043478260869,1,0,1,1,0.8575,0,0,0
41637,0.0,0.0,0.3913043478260869,0,0,1,0,0.0175,0,1,1
34263,1.0,1.0,0.5652173913043478,0,0,0,0,0.045,0,1,0
17794,1.0,1.0,0.6521739130434783,1,1,1,0,0.47250000000000003,1,0,0
11618,1.0,1.0,0.3913043478260869,1,1,1,0,0.445,1,0,0
61674,1.0,1.0,1.0,1,1,1,0,0.7000000000000001,1,0,0
27244,1.0,1.0,0.4782608695652174,0,0,0,0,0.915,1,0,1
39199,1.0,0.0,0.8260869565217391,1,0,1,1,0.065,0,0,1
60137,1.0,1.0,0.8260869565217391,1,1,1,1,0.84,0,0,0
18743,1.0,1.0,0.34782608695652173,1,1,1,0,0.2725,1,0,1
9208,0.0,0.0,0.5217391304347826,0,0,1,0,0.03,1,0,0
97914,1.0,1.0,0.30434782608695654,1,1,1,0,0.0375,1,0,0
43846,1.0,0.0,0.5652173913043478,1,0,1,0,0.015,0,1,0
58981,1.0,1.0,0.9130434782608695,1,1,1,0,0.47000000000000003,1,0,0
24286,1.0,0.0,0.30434782608695654,1,0,1,1,0.225,0,0,1
4216,1.0,1.0,0.9130434782608695,1,1,1,0,0.055,1,0,0
5037,1.0,1.0,0.6521739130434783,1,1,1,0,0.2625,1,0,0
87251,1.0,1.0,0.8260869565217391,1,1,1,0,0.0625,0,1,0
350,1.0,0.0,0.7391304347826086,1,0,1,0,0.0275,0,1,0
81465,0.0,0.0,0.6956521739130435,0,0,1,0,0.0425,0,1,0
82505,1.0,1.0,0.8260869565217391,1,1,1,0,0.6900000000000001,1,0,0
60494,1.0,1.0,0.7391304347826086,1,1,1,0,0.065,0,1,0
67338,1.0,1.0,0.9565217391304348,1,1,1,1,0.0475,0,0,0
40767,0.0,0.0,0.0,0,0,1,1,0.07,0,0,0
55,1.0,0.0,0.9565217391304348,1,0,1,0,0.0575,0,1,0
81531,1.0,1.0,0.4782608695652174,0,0,0,0,0.075,0,1,1
99419,1.0,1.0,0.5217391304347826,1,1,1,0,0.07,1,0,0
75069,1.0,1.0,0.7826086956521738,1,1,1,0,0.7975,1,0,0
28315,1.0,1.0,0.6956521739130435,0,0,0,0,0.0275,1,0,0
44883,1.0,1.0,0.6956521739130435,1,1,1,1,0.03,0,0,0
75751,1.0,1.0,0.43478260869565216,1,1,1,1,0.41000000000000003,0,0,0
47498,1.0,1.0,0.7826086956521738,1,1,1,1,0.47000000000000003,0,0,0
24139,1.0,1.0,0.34782608695652173,1,1,1,0,0.0475,0,1,0
38671,1.0,1.0,0.8695652173913043,1,1,1,0,0.3875,1,0,1
72500,1.0,1.0,0.4782608695652174,1,1,1,1,0.58,0,0,0
49964,1.0,1.0,0.5652173913043478,1,1,1,0,0.36,1,0,0
28900,1.0,1.0,0.8260869565217391,1,1,1,1,0.0325,0,0,0
3990,1.0,1.0,0.34782608695652173,1,1,1,0,0.0225,0,1,0
20597,0.0,0.0,0.13043478260869565,0,0,1,0,0.03,1,0,0
34690,1.0,0.0,0.9565217391304348,1,0,1,1,0.525,0,0,0
78013,1.0,1.0,0.34782608695652173,0,0,0,1,0.0375,0,0,0
73335,1.0,1.0,0.6521739130434783,1,1,1,1,0.14,0,0,0
6242,1.0,1.0,0.4782608695652174,0,0,0,1,0.06,0,0,0
45550,1.0,1.0,0.30434782608695654,1,1,1,0,0.015,0,1,0
69898,1.0,1.0,0.43478260869565216,0,0,0,1,0.06,0,0,1
40266,1.0,1.0,0.34782608695652173,1,1,1,1,0.0525,0,0,0
62229,1.0,1.0,0.30434782608695654,1,1,1,0,0.5175,1,0,0
80599,1.0,1.0,0.4782608695652174,1,1,1,0,0.045,1,0,0
17078,1.0,1.0,0.34782608695652173,1,1,1,0,0.0375,1,0,1
65662,0.0,0.0,0.043478260869565216,0,0,1,1,0.0475,0,0,1
86835,1.0,1.0,0.7826086956521738,1,1,1,1,0.025,0,0,0
95427,1.0,1.0,0.43478260869565216,1,1,1,0,0.055,1,0,0
13183,1.0,1.0,0.9130434782608695,1,1,1,0,0.5375,1,0,0
23988,0.0,0.0,0.08695652173913043,0,0,1,1,0.0425,0,0,0
72137,1.0,1.0,0.5217391304347826,0,0,0,0,0.23500000000000001,1,0,0
87735,1.0,0.0,0.43478260869565216,1,0,1,0,0.075,0,1,0
36099,1.0,1.0,0.34782608695652173,1,1,1,1,0.335,0,0,0
794,1.0,1.0,0.7826086956521738,1,1,1,1,0.05,0,0,1
12010,1.0,1.0,0.8260869565217391,1,1,1,1,0.775,0,0,0
66535,1.0,0.0,0.3913043478260869,1,0,1,1,0.2125,0,0,0
93752,1.0,1.0,0.3913043478260869,1,1,1,1,0.7325,0,0,0
36123,1.0,1.0,0.6086956521739131,1,1,1,1,0.335,0,0,0
79061,1.0,1.0,0.5652173913043478,0,0,0,1,0.92,0,0,0
21296,1.0,1.0,0.8695652173913043,0,0,0,0,0.07,1,0,0
97973,1.0,1.0,0.34782608695652173,0,0,0,1,0.165,0,0,0
8167,1.0,1.0,0.7826086956521738,1,1,1,0,0.97,1,0,0
70272,1.0,1.0,0.8695652173913043,0,0,0,0,0.035,1,0,0
1896,0.0,0.0,0.9565217391304348,0,0,1,0,0.76,1,0,0
37654,1.0,1.0,0.4782608695652174,1,1,1,1,0.5775,0,0,0
52148,1.0,1.0,0.7391304347826086,1,1,1,0,0.0525,1,0,0
27372,1.0,1.0,0.5652173913043478,1,1,1,1,0.5025000000000001,0,0,0
35712,1.0,1.0,0.8260869565217391,1,1,1,1,0.0675,0,0,0
3057,1.0,1.0,0.6086956521739131,1,1,1,1,0.6125,0,0,0
24373,1.0,0.0,0.6956521739130435,1,0,1,1,0.4275,0,0,0
58619,1.0,0.0,0.6956521739130435,0,1,0,1,0.3925,0,0,0
57015,1.0,1.0,0.34782608695652173,1,1,1,0,0.025,0,1,0
55413,1.0,1.0,0.43478260869565216,1,1,1,1,0.1525,0,0,0
5683,1.0,1.0,0.8260869565217391,1,1,1,1,0.06,0,0,0
98018,1.0,1.0,0.6956521739130435,1,1,1,0,0.0125,1,0,0
1761,0.0,0.0,0.9565217391304348,0,0,1,0,0.76,1,0,0
3738,1.0,1.0,0.5652173913043478,0,0,0,0,0.0475,1,0,0
59831,1.0,0.0,0.30434782608695654,1,0,1,1,0.4875,0,0,0
52446,1.0,0.0,0.6086956521739131,1,0,1,1,0.86,0,0,0
17973,1.0,0.0,0.6521739130434783,1,0,1,1,0.445,0,0,0
61839,1.0,1.0,1.0,1,1,1,0,0.0125,1,0,0
38114,1.0,1.0,0.7826086956521738,0,0,0,1,0.2775,0,0,0
755,1.0,1.0,0.4782608695652174,1,1,1,0,0.0325,0,1,0
79798,1.0,1.0,0.5217391304347826,1,1,1,1,0.06,0,0,0
89665,1.0,1.0,0.8260869565217391,1,1,1,1,0.295,0,0,0
53406,1.0,1.0,0.7826086956521738,1,1,1,0,0.0725,0,1,0
20101,1.0,1.0,0.43478260869565216,1,1,1,0,0.03,1,0,0
6321,1.0,1.0,0.43478260869565216,1,1,1,0,0.025,0,1,0
16589,1.0,0.0,0.9130434782608695,1,0,1,1,0.03,0,0,0
35930,1.0,1.0,0.4782608695652174,1,1,1,0,0.23750000000000002,1,0,0
8075,1.0,1.0,0.5217391304347826,1,1,1,1,0.365,0,0,0
9918,1.0,0.0,0.4782608695652174,1,0,1,1,0.65,0,0,0
87746,1.0,1.0,0.6521739130434783,1,1,1,1,0.03,0,0,0
79942,1.0,1.0,0.7826086956521738,0,0,0,0,0.0525,1,0,0
78107,1.0,1.0,0.8260869565217391,1,1,1,1,0.035,0,0,0
91165,1.0,1.0,0.4782608695652174,1,1,1,0,0.065,1,0,0
37425,0.0,0.0,0.4782608695652174,0,0,1,1,0.7825,0,0,0
96835,1.0,1.0,0.9565217391304348,0,0,0,0,0.2025,1,0,0
31817,1.0,0.0,0.3913043478260869,1,0,1,0,0.0125,1,0,0
74656,0.0,0.0,0.6956521739130435,0,0,1,0,0.0175,0,1,0
54821,1.0,1.0,0.8260869565217391,0,0,0,1,0.025,0,0,0
48445,1.0,1.0,0.8695652173913043,0,0,0,0,0.0675,1,0,1
73117,1.0,1.0,0.9130434782608695,1,1,1,1,0.9925,0,0,0
1078,0.0,0.0,0.3913043478260869,0,0,1,0,0.055,0,1,0
60728,1.0,1.0,0.3913043478260869,1,1,1,0,0.03,1,0,0
40934,0.0,0.0,0.13043478260869565,0,0,1,0,0.035,1,0,0
85977,1.0,1.0,0.6521739130434783,1,1,1,0,0.08750000000000001,1,0,0
25582,1.0,1.0,1.0,1,1,1,1,0.6900000000000001,0,0,0
17450,0.0,0.0,0.34782608695652173,0,0,1,1,0.0675,0,0,0
7196,1.0,1.0,0.3913043478260869,1,1,1,1,0.515,0,0,0
9380,0.0,0.0,0.8260869565217391,0,0,1,0,0.0475,0,1,1
57046,1.0,1.0,0.9130434782608695,0,0,0,1,0.025,0,0,0
15615,0.0,0.0,0.9130434782608695,0,0,1,0,0.8200000000000001,1,0,0
76624,1.0,1.0,1.0,1,1,1,0,0.9225,1,0,0
13071,1.0,1.0,0.6956521739130435,1,1,1,1,0.035,0,0,0
91629,1.0,1.0,0.8260869565217391,1,1,1,0,0.055,1,0,0
70838,1.0,1.0,0.7391304347826086,0,0,0,0,0.0475,1,0,0
16211,1.0,1.0,0.4782608695652174,1,1,1,1,0.965,0,0,0
6505,1.0,1.0,0.9130434782608695,1,1,1,0,0.0175,1,0,0
52524,1.0,1.0,0.9565217391304348,1,1,1,1,0.47250000000000003,0,0,0
51572,0.0,0.0,0.34782608695652173,0,0,1,1,0.4975,0,0,0
6249,1.0,1.0,0.9565217391304348,1,1,1,1,0.05,0,0,0
16002,0.0,0.0,0.3913043478260869,0,0,1,0,0.07,0,1,1
97399,1.0,1.0,0.6956521739130435,1,1,1,0,0.5775,1,0,0
39957,1.0,1.0,0.4782608695652174,1,1,1,1,0.34,0,0,0
65384,1.0,1.0,0.6086956521739131,0,0,0,1,0.8875000000000001,0,0,0
57141,1.0,1.0,0.30434782608695654,0,0,0,0,0.0225,0,1,0
44495,1.0,1.0,0.30434782608695654,1,1,1,0,0.0375,1,0,0
47306,1.0,1.0,0.6521739130434783,1,1,1,1,0.06,0,0,0
52313,1.0,1.0,0.6956521739130435,1,1,1,1,0.86,0,0,1
82323,1.0,1.0,0.7391304347826086,0,0,0,1,0.87,0,0,0
31426,1.0,1.0,0.5652173913043478,0,0,0,0,0.065,0,1,0
6456,1.0,1.0,1.0,1,1,1,0,0.045,1,0,0
37961,0.0,0.0,0.08695652173913043,0,0,1,1,0.0225,0,0,0
89126,1.0,1.0,0.6521739130434783,1,1,1,1,0.0575,0,0,0
42655,1.0,1.0,0.6956521739130435,1,1,1,1,0.03,0,0,1
3230,1.0,0.0,0.5652173913043478,1,0,1,1,0.9075,0,0,0
70673,1.0,1.0,0.30434782608695654,1,1,1,1,0.12,0,0,0
95586,1.0,0.0,0.5217391304347826,1,0,1,0,0.075,0,1,0
89477,1.0,1.0,0.6521739130434783,1,1,1,1,0.805,0,0,0
53597,0.0,0.0,0.8260869565217391,0,0,1,0,0.0125,0,1,0
66237,1.0,0.0,0.7391304347826086,1,0,1,0,0.7425,1,0,0
77109,0.0,0.0,0.9130434782608695,0,0,1,0,0.0375,1,0,0
85836,1.0,1.0,0.3913043478260869,1,1,1,0,0.5425,1,0,0
71779,1.0,1.0,0.6086956521739131,1,1,1,0,0.41250000000000003,1,0,0
55461,0.0,0.0,0.7391304347826086,0,0,1,0,0.2225,1,0,0
125,1.0,1.0,0.7826086956521738,1,1,1,1,0.3625,0,0,0
46292,1.0,0.0,0.6956521739130435,1,0,1,1,0.07,0,0,0
74206,1.0,1.0,0.34782608695652173,1,1,1,0,0.0525,1,0,1
31068,1.0,1.0,0.6521739130434783,1,1,1,1,0.86,0,0,0
30365,1.0,0.0,0.43478260869565216,1,0,1,1,0.7125,0,0,0
54895,1.0,1.0,0.8695652173913043,0,0,0,0,0.06,1,0,0
86518,1.0,1.0,0.43478260869565216,0,0,0,1,0.7925,0,0,0
7842,1.0,1.0,0.3913043478260869,1,1,1,0,0.135,1,0,0
57211,1.0,1.0,0.30434782608695654,1,1,1,0,0.0425,1,0,0
46542,1.0,1.0,0.7826086956521738,1,1,1,0,0.0275,1,0,0
96385,1.0,1.0,0.9565217391304348,1,1,1,0,0.075,1,0,0
78559,1.0,1.0,0.5652173913043478,0,0,0,0,0.715,1,0,0
49554,1.0,0.0,0.0,1,0,1,0,0.0575,1,0,0
27377,0.0,0.0,0.8260869565217391,0,0,1,1,0.55,0,0,0
93304,0.0,0.0,0.7826086956521738,0,0,1,1,0.7125,0,0,0
75416,1.0,1.0,0.3913043478260869,1,1,1,1,0.2275,0,0,0
91617,1.0,1.0,0.5652173913043478,0,0,0,1,0.7675000000000001,0,0,0
95008,1.0,1.0,0.8695652173913043,1,1,1,1,0.4225,0,0,0
90970,1.0,1.0,0.6086956521739131,0,0,0,0,0.07,1,0,0
64182,1.0,1.0,0.6086956521739131,1,1,1,0,0.015,0,1,0
42377,1.0,1.0,0.3913043478260869,0,0,0,1,0.2975,0,0,0
18900,1.0,1.0,0.8695652173913043,0,0,0,0,0.0225,0,1,0
54353,1.0,1.0,0.34782608695652173,0,0,0,1,0.15,0,0,1
46180,1.0,1.0,0.7391304347826086,1,1,1,0,0.31,1,0,0
49348,1.0,1.0,1.0,0,0,0,1,0.8525,0,0,0
47410,1.0,1.0,0.9130434782608695,1,1,1,0,0.6525,1,0,0
12056,1.0,1.0,0.8260869565217391,0,0,0,0,0.0625,0,1,1
94190,1.0,1.0,0.6086956521739131,0,0,0,1,0.7125,0,0,0
25291,1.0,1.0,0.4782608695652174,1,1,1,0,0.0275,1,0,0
63010,1.0,0.0,0.34782608695652173,1,0,1,1,0.015,0,0,0
44156,1.0,1.0,0.3913043478260869,1,1,1,1,0.015,0,0,1
28308,1.0,1.0,0.7391304347826086,1,1,1,0,0.1625,1,0,0
89755,1.0,1.0,0.7391304347826086,1,1,1,1,0.8250000000000001,0,0,0
7210,1.0,0.0,0.9565217391304348,1,0,1,0,0.0475,1,0,0
26348,1.0,1.0,0.8260869565217391,1,1,1,0,0.6325000000000001,1,0,0
33102,1.0,1.0,0.43478260869565216,1,1,1,0,0.67,1,0,0
57875,1.0,0.0,0.8260869565217391,1,0,1,1,0.07,0,0,0
5356,1.0,1.0,0.3913043478260869,1,1,1,0,0.0125,0,1,0
81550,1.0,1.0,0.4782608695652174,1,1,1,0,0.0525,0,1,0
75922,1.0,1.0,0.8695652173913043,1,1,1,0,0.065,0,1,0
30332,1.0,1.0,0.6956521739130435,1,1,1,1,0.0375,0,0,0
61070,1.0,1.0,0.5217391304347826,1,1,1,1,0.9875,0,0,0
50809,1.0,1.0,0.4782608695652174,1,1,1,1,0.20500000000000002,0,0,0
37211,1.0,1.0,0.8695652173913043,0,0,0,1,0.0175,0,0,0
28893,0.0,0.0,0.21739130434782608,0,0,1,0,0.0125,0,1,0
8133,0.0,0.0,0.21739130434782608,0,0,1,0,0.0325,0,1,0
59453,1.0,1.0,0.34782608695652173,1,1,1,1,0.0475,0,0,0
98935,0.0,0.0,0.7391304347826086,0,0,1,0,0.25,1,0,0
65221,1.0,1.0,0.7826086956521738,1,1,1,1,0.0175,0,0,1
63372,0.0,0.0,0.34782608695652173,0,0,1,0,0.075,0,1,0
43439,1.0,0.0,0.3913043478260869,1,0,1,1,0.705,0,0,0
8128,1.0,1.0,1.0,1,1,1,1,0.855,0,0,0
69321,1.0,1.0,0.6086956521739131,1,1,1,1,0.14,0,0,0
33055,0.0,0.0,0.30434782608695654,0,0,1,0,0.05,0,1,0
90957,0.0,0.0,0.43478260869565216,0,0,1,0,0.0675,0,1,0
82567,1.0,1.0,0.3913043478260869,1,1,1,0,0.0175,0,1,0
26852,1.0,1.0,0.6956521739130435,1,1,1,0,0.0125,0,1,0
23421,1.0,1.0,0.6956521739130435,1,1,1,0,0.6225,1,0,0
56376,1.0,1.0,0.9130434782608695,1,1,1,0,0.6900000000000001,1,0,0
83218,1.0,1.0,0.8260869565217391,1,1,1,1,0.6775,0,0,0
41045,1.0,1.0,0.6086956521739131,1,1,1,1,0.49,0,0,0
51633,1.0,0.0,0.9565217391304348,1,0,1,0,0.0375,1,0,0
19428,1.0,1.0,0.43478260869565216,0,0,0,0,0.0375,0,1,0
47695,1.0,1.0,0.43478260869565216,1,1,1,1,0.035,0,0,0
86597,1.0,1.0,0.3913043478260869,1,1,1,0,0.0325,1,0,1
40555,1.0,1.0,0.6956521739130435,1,1,1,1,0.045,0,0,0
44147,1.0,1.0,0.5217391304347826,1,1,1,0,0.0275,0,1,0
96106,1.0,1.0,0.8260869565217391,1,1,1,1,0.3975,0,0,0
27428,1.0,1.0,0.7826086956521738,1,1,1,1,0.8725,0,0,0
59702,1.0,0.0,0.6521739130434783,1,0,1,1,0.38,0,0,0
73171,1.0,1.0,0.30434782608695654,0,0,0,1,0.6925,0,0,0
95150,0.0,0.0,0.5652173913043478,0,0,1,0,0.3325,1,0,1
98197,1.0,1.0,0.30434782608695654,1,1,1,0,0.11,1,0,0
66483,1.0,1.0,0.7391304347826086,0,0,0,0,0.035,1,0,0
10609,1.0,1.0,0.30434782608695654,1,1,1,1,0.065,0,0,1
82807,1.0,0.0,0.5217391304347826,0,1,0,1,0.1225,0,0,0
23987,1.0,1.0,0.9565217391304348,1,1,1,0,0.0625,0,1,1
79277,1.0,1.0,0.43478260869565216,1,1,1,0,0.0375,0,1,0
73999,1.0,1.0,0.4782608695652174,0,0,0,0,0.055,0,1,0
36451,1.0,1.0,0.7391304347826086,1,1,1,0,0.015,1,0,0
81372,1.0,1.0,1.0,1,1,1,1,0.5,0,0,0
67684,1.0,1.0,0.7391304347826086,0,0,0,1,0.9325,0,0,0
44844,1.0,1.0,0.3913043478260869,0,0,0,0,0.055,1,0,0
45982,1.0,1.0,0.6521739130434783,1,1,1,1,0.7425,0,0,0
22624,1.0,1.0,0.7826086956521738,1,1,1,1,0.16,0,0,0
11228,1.0,1.0,0.6521739130434783,1,1,1,1,0.315,0,0,0
27590,1.0,1.0,0.7391304347826086,1,1,1,1,0.78,0,0,0
95694,0.0,0.0,0.6521739130434783,0,0,1,1,0.0225,0,0,0
835,1.0,0.0,0.8260869565217391,1,0,1,0,0.0425,0,1,0
44924,1.0,1.0,0.30434782608695654,1,1,1,1,0.0725,0,0,1
75870,1.0,1.0,0.43478260869565216,0,0,0,0,0.1825,1,0,0
82501,1.0,1.0,0.6086956521739131,1,1,1,0,0.07,0,1,0
25910,1.0,1.0,0.9565217391304348,1,1,1,0,0.0225,0,1,0
992,1.0,1.0,0.4782608695652174,1,1,1,1,0.055,0,0,0
49913,1.0,1.0,0.7826086956521738,1,1,1,1,0.315,0,0,0
36745,1.0,1.0,0.5217391304347826,0,0,0,1,0.0375,0,0,0
81793,1.0,1.0,0.7391304347826086,1,1,1,1,0.0325,0,0,0
11237,1.0,1.0,0.6956521739130435,1,1,1,1,0.7275,0,0,0
41838,1.0,1.0,0.6521739130434783,0,0,0,1,0.02,0,0,0
70925,1.0,1.0,0.7391304347826086,1,1,1,1,0.38,0,0,0
15630,1.0,1.0,0.43478260869565216,1,1,1,0,0.5725,1,0,0
48952,1.0,1.0,0.9130434782608695,1,1,1,0,0.02,0,1,0
67869,1.0,1.0,0.5217391304347826,0,0,0,0,0.0225,1,0,0
43096,0.0,0.0,0.34782608695652173,0,0,1,0,0.0225,0,1,0
32518,1.0,1.0,0.8260869565217391,1,1,1,1,0.365,0,0,0
20271,1.0,1.0,0.8260869565217391,1,1,1,0,0.34500000000000003,1,0,1
5733,1.0,1.0,0.7826086956521738,1,1,1,0,0.6125,1,0,0
70518,1.0,1.0,0.4782608695652174,0,0,0,0,0.055,1,0,1
81930,1.0,1.0,0.4782608695652174,1,1,1,1,0.6025,0,0,0
25819,1.0,1.0,0.3913043478260869,1,1,1,1,0.765,0,0,0
81177,1.0,1.0,0.7826086956521738,1,1,1,1,0.37,0,0,0
47271,1.0,1.0,0.4782608695652174,1,1,1,1,0.035,0,0,0
54694,1.0,1.0,0.34782608695652173,1,1,1,0,0.0175,0,1,0
19374,1.0,1.0,0.4782608695652174,1,1,1,1,0.23500000000000001,0,0,0
60233,1.0,1.0,1.0,1,1,1,1,0.1475,0,0,0
33005,1.0,1.0,0.5652173913043478,1,1,1,0,0.02,1,0,0
45168,1.0,1.0,0.3913043478260869,1,1,1,0,0.975,1,0,0
87729,1.0,1.0,1.0,1,1,1,1,0.6625,0,0,0
16887,1.0,1.0,0.6956521739130435,0,0,0,1,0.11,0,0,0
49474,1.0,1.0,0.5652173913043478,1,1,1,0,0.0275,1,0,0
48246,1.0,0.0,0.30434782608695654,1,0,1,0,0.0325,0,1,0
18722,1.0,1.0,1.0,1,1,1,1,0.065,0,0,0
52969,1.0,1.0,0.9565217391304348,1,1,1,1,0.105,0,0,0
42937,0.0,0.0,0.7391304347826086,0,0,1,0,0.0575,1,0,0
9559,1.0,1.0,0.6956521739130435,1,1,1,1,0.0225,0,0,0
42228,1.0,0.0,0.43478260869565216,1,0,1,0,0.0425,0,1,0
92999,1.0,1.0,1.0,1,1,1,1,0.08,0,0,0
51393,1.0,1.0,0.5652173913043478,1,1,1,0,0.0475,1,0,0
31078,1.0,1.0,0.30434782608695654,1,1,1,0,0.045,1,0,0
92376,1.0,1.0,0.6956521739130435,0,0,0,1,0.7375,0,0,0
99437,1.0,1.0,0.5217391304347826,1,1,1,0,0.04,0,1,0
18208,1.0,0.0,0.21739130434782608,0,1,0,0,0.06,1,0,0
33563,1.0,1.0,0.9130434782608695,1,1,1,0,0.03,0,1,0
58915,1.0,1.0,0.9565217391304348,1,1,1,1,0.8425,0,0,0
